,Title,sadness,anticipation,Fun,Love
88752,death of a bachelor,4.0,4.0,0.0,0.0
88753,cool again,1.0,4.0,0.0,0.0
88755,way to the show,1.0,2.0,0.0,0.0
88766,play this when im gone,5.0,2.0,0.0,0.0
88784,written in the sand,0.0,1.0,0.0,0.0
88786,dead friends,4.0,4.0,0.0,0.0
88788,so alive,2.0,3.0,0.0,0.0
88791,fortunate son,0.0,2.0,0.0,0.0
88793,underrated,1.0,9.0,0.0,0.0
88796,better off - dying,2.0,2.0,0.0,0.0
88801,love drugs and sex,5.0,7.0,0.0,0.0
88806,almost slipped,11.0,7.0,0.0,0.0
88809,not nice,3.0,4.0,0.0,0.0
88814,skrt skrt,0.0,3.0,0.0,0.0
88816,coast to coast,0.0,1.0,0.0,1.0
88824,sympathy,3.0,0.0,0.0,0.0
88825,crazy brazy,2.0,2.0,0.0,0.0
88827,shotta flow 3,5.0,2.0,0.0,0.0
88834,knee deep,0.0,0.0,0.0,0.0
88835,brothers,4.0,2.0,0.0,0.0
88836,dead presidents,4.0,6.0,0.0,0.0
88837,i sip,1.0,1.0,1.0,0.0
88841,sex for breakfast,2.0,5.0,0.0,0.0
88851,royals,0.0,3.0,0.0,0.0
88863,no matter what,2.0,1.0,0.0,0.0
88870,drunk me,1.0,2.0,0.0,0.0
88872,big shit,1.0,3.0,0.0,0.0
88874,new illuminati,3.0,4.0,1.0,0.0
88878,pop style,2.0,2.0,0.0,0.0
88900,guns and ships,2.0,5.0,0.0,0.0
88901,dunno,3.0,2.0,0.0,0.0
88905,anything thats rock n roll,0.0,1.0,1.0,0.0
88908,we fell in love in october,1.0,1.0,0.0,0.0
88911,the day i tried to live,0.0,2.0,0.0,0.0
88920,you can call me al,4.0,2.0,0.0,0.0
88930,atl freestyle,7.0,3.0,0.0,0.0
88932,can you rap like me - pt. 2,2.0,7.0,0.0,0.0
88940,born to love you,3.0,2.0,0.0,1.0
88944,coffee,3.0,9.0,0.0,0.0
88956,peach jam,1.0,3.0,0.0,0.0
88959,24.19,0.0,2.0,0.0,0.0
88968,100 bad days,2.0,3.0,0.0,0.0
88971,only one,1.0,0.0,0.0,1.0
88984,heartache on the dance floor,4.0,2.0,0.0,0.0
88985,what you want,0.0,1.0,0.0,0.0
89002,boy back,4.0,6.0,0.0,0.0
89005,american kids,2.0,1.0,0.0,0.0
89006,testify,1.0,1.0,0.0,0.0
89008,ill name the dogs,0.0,5.0,0.0,0.0
89009,glow up,6.0,3.0,0.0,0.0
89011,no wind resistance!,2.0,2.0,0.0,0.0
89017,special,1.0,1.0,0.0,0.0
89021,finest hour,0.0,2.0,0.0,0.0
89031,lead the wave,3.0,7.0,0.0,0.0
89033,kept me crying,3.0,1.0,0.0,1.0
89034,im still,5.0,1.0,0.0,0.0
89043,g walk,3.0,1.0,0.0,0.0
89047,the bends,0.0,2.0,0.0,0.0
89049,town on the hill,1.0,4.0,0.0,0.0
89050,bring out your dead,6.0,3.0,0.0,0.0
89057,call me late,9.0,5.0,0.0,0.0
89059,lets go on the run,3.0,5.0,0.0,0.0
89073,breaking up was easy in the 90s,2.0,4.0,0.0,0.0
89081,even the losers,1.0,3.0,0.0,1.0
89082,young grizzley world,7.0,10.0,0.0,0.0
89098,serious,3.0,3.0,0.0,0.0
89106,lost in translation,3.0,5.0,0.0,0.0
89113,ill see you in 40,1.0,3.0,0.0,1.0
89114,grown-up christmas list,0.0,3.0,0.0,1.0
89133,make love,4.0,8.0,0.0,0.0
89143,glimmer,4.0,4.0,0.0,0.0
89147,ribbon in the sky,2.0,4.0,0.0,1.0
89152,doves in the wind,6.0,4.0,0.0,0.0
89157,victory lap,9.0,1.0,0.0,1.0
89159,money convo,6.0,5.0,0.0,0.0
89170,the birthday party,3.0,5.0,0.0,0.0
89176,father stretch my hands pt. 1,1.0,1.0,0.0,0.0
89180,how i move,9.0,4.0,0.0,0.0
89182,thats tuff,5.0,2.0,0.0,0.0
89185,if you pray right,6.0,8.0,0.0,0.0
89191,lost in the woods,1.0,2.0,0.0,1.0
89207,self love,1.0,4.0,0.0,1.0
89218,derek fisher,4.0,4.0,0.0,0.0
89226,wake up dead,2.0,1.0,0.0,0.0
89229,year 3000,0.0,3.0,0.0,0.0
89230,who you foolin,3.0,7.0,0.0,0.0
89232,the voice,1.0,3.0,0.0,0.0
89234,space cowboy,0.0,2.0,0.0,1.0
89242,no flag,7.0,5.0,0.0,0.0
89245,hard bottoms & white socks,7.0,6.0,0.0,0.0
89247,yessirr,1.0,3.0,0.0,0.0
89252,running the streets,6.0,8.0,0.0,1.0
89254,heaven in hiding,3.0,6.0,0.0,0.0
89255,die young,2.0,2.0,0.0,0.0
89262,one take,6.0,11.0,0.0,0.0
89267,lexiis outro,3.0,3.0,0.0,0.0
89269,count me in,4.0,6.0,0.0,0.0
89276,bright pink tims,1.0,5.0,1.0,0.0
89282,dead people,4.0,2.0,0.0,0.0
89283,holy terrain,13.0,11.0,0.0,0.0
89291,why you crying mama,7.0,9.0,0.0,0.0
89293,wet dreamz,2.0,1.0,0.0,0.0
89298,malibu nights,5.0,2.0,0.0,0.0
89314,nothin new,3.0,3.0,0.0,0.0
89320,stupid,0.0,4.0,0.0,0.0
89327,he diddy!,1.0,0.0,0.0,0.0
89329,streets dont love you,5.0,4.0,0.0,0.0
89340,cut it,2.0,3.0,1.0,0.0
89354,all summer long,1.0,6.0,0.0,0.0
89371,new every day,1.0,1.0,0.0,1.0
89373,bitchuary,3.0,2.0,0.0,0.0
89374,hi wendy!,10.0,6.0,0.0,0.0
89379,come on eileen,3.0,4.0,0.0,0.0
89390,burden in my hand,8.0,1.0,0.0,1.0
89392,i cant breathe,3.0,1.0,0.0,0.0
89403,for free,2.0,3.0,0.0,0.0
89404,gold digger,4.0,7.0,0.0,0.0
89426,got what i got,2.0,2.0,0.0,0.0
89428,baba oriley,2.0,2.0,0.0,0.0
89434,when the lights go on again,1.0,2.0,0.0,1.0
89438,waterloo,2.0,3.0,0.0,0.0
89440,entanglements,1.0,6.0,0.0,1.0
89444,monsters you made,3.0,7.0,0.0,0.0
89449,the tide is high - radio mix,3.0,3.0,0.0,1.0
89452,mocking it,7.0,2.0,0.0,0.0
89454,2all,2.0,1.0,0.0,1.0
89458,always on my mind,2.0,5.0,0.0,1.0
89473,the beautiful dream,0.0,0.0,0.0,0.0
89474,gives you hell,4.0,5.0,0.0,1.0
89475,i love your smile,4.0,4.0,0.0,0.0
89477,with you,1.0,2.0,0.0,0.0
89482,u remind me,1.0,1.0,0.0,0.0
89485,memory lane,5.0,2.0,0.0,0.0
89487,be right there,1.0,2.0,0.0,1.0
89498,shockwave,3.0,3.0,0.0,0.0
89500,cant believe the way we flow,2.0,2.0,0.0,0.0
89505,all day,3.0,3.0,0.0,0.0
89507,on my mind,2.0,2.0,0.0,0.0
89510,somewhere only we know,0.0,0.0,0.0,0.0
89515,one drink,2.0,3.0,0.0,0.0
89517,american boy,7.0,8.0,0.0,0.0
89524,no words,5.0,2.0,0.0,0.0
89526,penthouse red,3.0,6.0,0.0,0.0
89528,indulge,2.0,0.0,0.0,0.0
89529,trigger bang,8.0,2.0,1.0,0.0
89536,move on up,0.0,3.0,0.0,0.0
89540,mimi,4.0,4.0,1.0,0.0
89541,wonderful life,2.0,0.0,0.0,0.0
89543,havent met you yet,2.0,3.0,0.0,0.0
89548,a lifetime to repair,4.0,2.0,0.0,1.0
89550,everything now,3.0,3.0,0.0,0.0
89556,thumb,2.0,1.0,0.0,0.0
89557,the way it is,0.0,1.0,0.0,0.0
89562,match day,6.0,8.0,0.0,0.0
89563,once,1.0,5.0,0.0,0.0
89589,all for you,2.0,7.0,0.0,1.0
89594,thong song,2.0,1.0,0.0,0.0
89598,sun queen,1.0,3.0,0.0,0.0
89600,the best,2.0,3.0,0.0,1.0
89602,everybody wants to be famous,1.0,1.0,0.0,0.0
89608,story of a heart,4.0,2.0,0.0,1.0
89614,ill be waiting,0.0,3.0,0.0,1.0
89615,black bull,1.0,0.0,0.0,0.0
89616,you and me and christmastime,4.0,6.0,0.0,0.0
89621,better half of me,0.0,4.0,0.0,1.0
89624,waze,5.0,4.0,0.0,0.0
89626,fresh bruises,0.0,0.0,0.0,1.0
89641,feel away,3.0,4.0,0.0,1.0
89642,in the middle,1.0,2.0,0.0,0.0
89647,invisible sun,0.0,3.0,0.0,1.0
89654,whos got your love,1.0,1.0,0.0,0.0
89658,fluorescent adolescent,3.0,3.0,0.0,0.0
89671,we cant stop,3.0,5.0,0.0,0.0
89677,sunrise,0.0,2.0,0.0,0.0
89682,broken homes,9.0,3.0,0.0,1.0
89683,revenge is sweet,2.0,3.0,0.0,0.0
89684,needed time,1.0,3.0,0.0,0.0
89688,mosh pit,7.0,6.0,0.0,0.0
89689,golden skans,1.0,3.0,0.0,0.0
89691,ringtone,4.0,1.0,0.0,0.0
89696,i couldnt be more in love,0.0,1.0,0.0,1.0
89698,lost & found,3.0,4.0,0.0,0.0
89704,old friend,1.0,2.0,0.0,0.0
89707,eye of the tiger,3.0,5.0,0.0,0.0
89711,strike a pose,3.0,5.0,1.0,0.0
89718,those nights,2.0,3.0,0.0,0.0
89721,hot property,2.0,2.0,0.0,0.0
89722,times tickin,8.0,5.0,1.0,0.0
89725,trapstar,1.0,3.0,0.0,0.0
89728,apricots,0.0,0.0,0.0,0.0
89730,the line,3.0,10.0,0.0,0.0
89747,chelsea dagger,2.0,2.0,0.0,0.0
89749,how will i know,3.0,0.0,0.0,1.0
89754,no one,0.0,3.0,0.0,0.0
89761,get ur freak on,5.0,3.0,1.0,0.0
89763,by myself,7.0,3.0,0.0,0.0
89764,whats next,4.0,5.0,1.0,0.0
89765,stereo hearts,5.0,6.0,0.0,0.0
89769,love dont cost a thing,1.0,3.0,0.0,0.0
89771,the man who cant be moved,3.0,1.0,0.0,0.0
89778,purple heart,4.0,2.0,0.0,0.0
89780,call my phone thinking im doing nothing better,5.0,2.0,0.0,0.0
89781,naive,1.0,4.0,0.0,0.0
89803,main title somewhere in my memory  - voice,2.0,2.0,0.0,0.0
89807,dear jean,2.0,2.0,0.0,0.0
89812,bagsy not in net,5.0,2.0,0.0,0.0
89814,ouch,1.0,3.0,0.0,0.0
89815,my lover,1.0,3.0,0.0,1.0
89816,two princes,0.0,4.0,0.0,0.0
89817,done his dance,7.0,2.0,0.0,0.0
89818,maneater,1.0,2.0,0.0,0.0
89821,bleeding love,4.0,1.0,0.0,1.0
89840,like i can,1.0,1.0,0.0,1.0
89842,dancing queen,1.0,4.0,0.0,0.0
89846,not giving in,3.0,2.0,0.0,0.0
89851,finally,1.0,4.0,0.0,0.0
89865,venting,5.0,3.0,0.0,0.0
89866,in degrees,1.0,2.0,0.0,0.0
89870,nihilist blues,7.0,4.0,0.0,0.0
89874,treasure,0.0,2.0,0.0,0.0
89889,repentance,9.0,10.0,0.0,0.0
89890,i still believe in santa claus - north pole mix,0.0,1.0,0.0,0.0
89894,mambo no. 5,2.0,4.0,0.0,0.0
89896,do it like me,3.0,2.0,0.0,0.0
89899,living,0.0,0.0,0.0,0.0
89908,phone down,2.0,2.0,0.0,0.0
89909,moving naughty,3.0,3.0,0.0,0.0
89936,grind with me,1.0,6.0,1.0,0.0
89939,ive been waiting for you,1.0,9.0,0.0,1.0
89942,automaton,0.0,1.0,0.0,0.0
89953,live your life,7.0,14.0,0.0,0.0
89955,better in time,1.0,4.0,0.0,0.0
89958,mr skeng,5.0,7.0,0.0,0.0
89962,ferrari horses,5.0,6.0,1.0,0.0
89967,ready for your love,2.0,4.0,0.0,0.0
89969,line of fire pt. 5,6.0,10.0,0.0,0.0
89972,ocho cinco,4.0,5.0,0.0,0.0
89973,just a little,0.0,2.0,0.0,0.0
89977,samantha,0.0,0.0,0.0,1.0
89993,get away,3.0,3.0,0.0,0.0
90007,girls just want to have fun,1.0,2.0,0.0,0.0
90013,i will survive,7.0,3.0,0.0,1.0
90014,tomorrow,2.0,3.0,0.0,0.0
90017,rubber bands,1.0,0.0,0.0,0.0
90025,october skies,0.0,2.0,0.0,1.0
90030,the pretender,2.0,4.0,0.0,0.0
90039,disappointed,7.0,3.0,0.0,0.0
90043,come out to la,0.0,2.0,0.0,0.0
90046,walking in the air,0.0,0.0,0.0,0.0
90048,start a fire,1.0,3.0,0.0,0.0
90060,cant fight the moonlight,4.0,5.0,0.0,0.0
90062,kettle pouring,5.0,5.0,1.0,0.0
90075,outlier,5.0,1.0,0.0,0.0
90079,written in the stars,4.0,8.0,0.0,0.0
90080,playing on my mind,1.0,4.0,0.0,0.0
90082,eternal flame,3.0,2.0,0.0,0.0
90092,always like this,0.0,2.0,0.0,0.0
90098,lost without you,3.0,2.0,0.0,0.0
90100,when love takes over,2.0,3.0,0.0,0.0
90104,the champ,6.0,3.0,0.0,0.0
90112,hometown glory,2.0,0.0,0.0,0.0
90114,blacked out,2.0,0.0,0.0,0.0
90115,best behaviour,3.0,7.0,0.0,1.0
90120,straight lifestyle,0.0,2.0,1.0,0.0
90121,linguo,3.0,3.0,0.0,0.0
90134,nassty,6.0,3.0,0.0,0.0
90135,for what its worth,0.0,2.0,0.0,0.0
90138,make me fall in love & you can keep me forever,5.0,2.0,1.0,0.0
90139,cheetah tongue,2.0,3.0,0.0,0.0
90140,necklace,3.0,6.0,0.0,0.0
90149,tribute,2.0,7.0,0.0,0.0
90170,drops of jupiter,4.0,6.0,0.0,0.0
90175,what i go to school for,0.0,1.0,0.0,0.0
90177,wonderful wonderful,5.0,4.0,0.0,0.0
90180,californian soil,0.0,2.0,0.0,1.0
90182,hypnotized,2.0,1.0,0.0,0.0
90193,heartbeats,3.0,0.0,0.0,0.0
90197,are you mad,7.0,6.0,1.0,0.0
90198,i have a dream,3.0,3.0,0.0,0.0
90200,sultans of swing,3.0,2.0,0.0,0.0
90202,8 style ii,7.0,9.0,1.0,0.0
90203,top thai,7.0,3.0,0.0,0.0
90206,nothing really matters,0.0,1.0,0.0,0.0
90219,move your feet,1.0,1.0,0.0,0.0
90230,tik tok,1.0,3.0,1.0,0.0
90233,my 9ine,2.0,4.0,0.0,0.0
90236,shine girl,3.0,5.0,0.0,0.0
90246,foolish,0.0,4.0,0.0,0.0
90251,world in motion,1.0,4.0,0.0,0.0
90254,take em down,0.0,0.0,0.0,0.0
90268,still,11.0,10.0,0.0,0.0
90269,star girl,2.0,2.0,0.0,0.0
90270,boogie woogie bugle boy,0.0,4.0,1.0,0.0
90271,weekday,3.0,4.0,1.0,0.0
90272,idle worship,8.0,4.0,0.0,0.0
90274,heartline,3.0,5.0,0.0,1.0
90279,doing it,0.0,2.0,0.0,0.0
90283,at the river,0.0,0.0,0.0,1.0
90303,26,0.0,2.0,0.0,0.0
90307,ja ara e,1.0,1.0,0.0,0.0
90308,toss a coin to your witcher,1.0,2.0,0.0,0.0
90311,dont you want me,1.0,2.0,0.0,0.0
90319,every way,1.0,1.0,0.0,0.0
90320,to the moon & back,3.0,5.0,0.0,0.0
90324,shes on my mind,0.0,1.0,0.0,0.0
90340,play play,3.0,3.0,1.0,0.0
90342,dont go breaking my heart,1.0,1.0,0.0,0.0
90346,free 22,9.0,7.0,0.0,0.0
90349,longshot,1.0,2.0,0.0,1.0
90350,just say,1.0,0.0,0.0,0.0
90360,bumpy ride,2.0,3.0,1.0,0.0
90364,walking on broken glass,6.0,1.0,0.0,1.0
90366,looking for me,0.0,1.0,0.0,0.0
90369,when i was your man,1.0,4.0,0.0,0.0
90395,million bucks,2.0,5.0,0.0,0.0
90398,pictures in a frame,8.0,7.0,1.0,0.0
90399,pushing up,5.0,8.0,1.0,0.0
90400,bullet from a gun,3.0,5.0,0.0,0.0
90402,my 19th birthday,19.0,18.0,0.0,0.0
90405,seven nation army,4.0,4.0,0.0,0.0
90416,breakeven,2.0,5.0,0.0,0.0
90423,for the lover that i lost,1.0,1.0,0.0,0.0
90428,jolene,1.0,2.0,0.0,0.0
90436,out of space,0.0,1.0,0.0,0.0
90438,the real slim shady,7.0,6.0,0.0,0.0
90448,aint nobody,1.0,2.0,0.0,0.0
90450,bella bella bella,2.0,0.0,0.0,0.0
90454,longtime,4.0,6.0,0.0,0.0
90455,walking in memphis,1.0,3.0,0.0,0.0
90457,as you are,1.0,1.0,0.0,0.0
90459,ghost of you,2.0,2.0,0.0,0.0
90465,need you tonight,0.0,0.0,0.0,0.0
90471,if i say,2.0,1.0,0.0,1.0
90485,broken strings,3.0,1.0,0.0,0.0
90487,opposite of adults,5.0,6.0,0.0,0.0
90491,fireflies,5.0,0.0,0.0,0.0
90493,think about things,0.0,3.0,0.0,1.0
90508,like a prayer,1.0,3.0,0.0,0.0
90518,hell to the liars,2.0,0.0,0.0,0.0
90537,dont stop the music,2.0,3.0,0.0,0.0
90540,that lovely weekend,2.0,8.0,0.0,1.0
90542,dark times,1.0,2.0,0.0,1.0
90546,i believe in a thing called love,0.0,3.0,0.0,0.0
90547,re-rewind,0.0,0.0,0.0,0.0
90548,hold my girl,1.0,0.0,0.0,0.0
90558,champagne supernova - remastered,0.0,1.0,0.0,0.0
90560,picture of you,4.0,5.0,0.0,1.0
90578,cooler than me - single mix,2.0,1.0,0.0,0.0
90580,cure for the itch,0.0,2.0,0.0,0.0
90581,left hand free,0.0,0.0,0.0,0.0
90585,rabbit hole,4.0,0.0,0.0,0.0
90587,lose yourself to dance,1.0,1.0,0.0,0.0
90591,its my life,0.0,2.0,0.0,0.0
90593,bye bye bye,4.0,4.0,0.0,0.0
90605,bring me to life,3.0,2.0,0.0,0.0
90606,the name of the game,2.0,4.0,0.0,0.0
90608,rock dj,2.0,2.0,1.0,0.0
90610,its a lie,3.0,3.0,0.0,0.0
90614,little l,2.0,0.0,0.0,1.0
90616,watch your step,5.0,6.0,0.0,0.0
90619,head huncho,0.0,5.0,0.0,0.0
90620,propaganda,10.0,8.0,0.0,0.0
90635,cant get you out of my head,2.0,1.0,0.0,0.0
90640,intermission,0.0,2.0,0.0,0.0
90641,if i die young,2.0,7.0,0.0,0.0
90643,1 night,2.0,1.0,0.0,0.0
90652,clint eastwood,2.0,9.0,0.0,0.0
90656,dilemma,3.0,2.0,0.0,0.0
90660,california soul,2.0,6.0,0.0,0.0
90662,99 problems,5.0,2.0,0.0,0.0
90668,dont hurt like it used to,5.0,3.0,0.0,0.0
90669,wherever you will go,1.0,3.0,0.0,0.0
90678,frisky,4.0,11.0,0.0,0.0
90681,white privilege,6.0,4.0,0.0,0.0
90682,sail away freestyle,4.0,8.0,0.0,1.0
90683,i like,4.0,4.0,0.0,0.0
90684,outsiders,3.0,2.0,0.0,0.0
90692,somebody that i used to know,4.0,3.0,0.0,0.0
90695,boa me,3.0,7.0,0.0,0.0
90710,finders keepers - remix,2.0,7.0,1.0,0.0
90718,2 cups,1.0,1.0,1.0,0.0
90719,perkosex,4.0,6.0,0.0,0.0
90720,kiss and tell,0.0,2.0,0.0,0.0
90727,halfway to the halfway house,2.0,5.0,0.0,0.0
90730,always on time,5.0,8.0,0.0,0.0
90734,gangstas paradise,3.0,6.0,0.0,0.0
90742,how you remind me,3.0,3.0,0.0,0.0
90746,keep on reaching,2.0,2.0,0.0,0.0
90748,keep on movin,2.0,3.0,0.0,0.0
90755,now that ive found you,2.0,3.0,0.0,1.0
90757,i spy,3.0,9.0,0.0,0.0
90759,me and my broken heart,3.0,0.0,0.0,1.0
90761,clarity,7.0,3.0,0.0,0.0
90762,hey there delilah,1.0,6.0,0.0,1.0
90766,the river,3.0,1.0,0.0,0.0
90767,wanting,2.0,1.0,0.0,1.0
90768,signs of life,4.0,5.0,0.0,0.0
90775,what i wanna,5.0,8.0,0.0,0.0
90783,bohemian like you,4.0,4.0,0.0,1.0
90785,poppin,3.0,4.0,0.0,0.0
90790,fortune teller,0.0,3.0,0.0,1.0
90797,the heat,2.0,2.0,0.0,0.0
90800,when the sun goes down,4.0,6.0,0.0,0.0
90809,super trouper,4.0,6.0,0.0,0.0
90811,daily duppy,1.0,5.0,1.0,0.0
90812,bruce wayne,4.0,6.0,0.0,0.0
90814,use somebody,0.0,2.0,0.0,0.0
90816,family affair,4.0,7.0,0.0,0.0
90830,psalm 35,9.0,8.0,0.0,0.0
90832,table for two,0.0,4.0,0.0,0.0
90833,ive all i need,0.0,3.0,0.0,0.0
90836,somebody told me,2.0,2.0,0.0,0.0
90844,hear no evil,8.0,4.0,1.0,0.0
90851,blue lights,7.0,3.0,0.0,0.0
90852,gs9,2.0,3.0,0.0,0.0
90861,loose ends,3.0,1.0,0.0,0.0
90862,just fine,4.0,6.0,0.0,0.0
90863,happy ever after,5.0,3.0,0.0,1.0
90868,holding back the years - 2008 remaster,2.0,3.0,0.0,0.0
90870,burn,3.0,1.0,0.0,0.0
90873,show me the magic,0.0,2.0,0.0,0.0
90886,she taught me how to fly,1.0,3.0,0.0,0.0
90890,canter,4.0,3.0,0.0,0.0
90892,insomnia interlude,4.0,4.0,0.0,0.0
90894,youve got the love,0.0,2.0,0.0,0.0
90902,hearts on fire,1.0,1.0,0.0,0.0
90921,castles,2.0,3.0,0.0,0.0
90923,doom days,5.0,3.0,0.0,0.0
90927,six string gun,1.0,1.0,0.0,0.0
90929,the last time,3.0,3.0,0.0,0.0
90933,money maker,6.0,7.0,0.0,0.0
90934,dont go hungry,3.0,6.0,0.0,0.0
90935,really love,1.0,1.0,0.0,1.0
90942,genes,2.0,2.0,1.0,0.0
90943,innocent man,5.0,6.0,0.0,0.0
90959,you make me feel,0.0,0.0,0.0,0.0
90962,no church in the wild,8.0,8.0,0.0,0.0
90964,think about us,1.0,0.0,0.0,0.0
90971,in the mood,1.0,3.0,0.0,0.0
90979,more than words,0.0,0.0,0.0,1.0
90985,woke up in japan,2.0,1.0,0.0,0.0
90989,alright now,1.0,2.0,0.0,0.0
91004,molly world,3.0,3.0,1.0,0.0
91005,shes always a woman,3.0,3.0,0.0,1.0
91009,becky,2.0,3.0,0.0,0.0
91010,streatham,3.0,4.0,1.0,0.0
91012,bless em all,4.0,4.0,0.0,0.0
91013,energy,3.0,3.0,1.0,0.0
91014,ottolenghi,5.0,9.0,0.0,0.0
91015,one more night,6.0,2.0,0.0,0.0
91020,just the two of us,0.0,4.0,0.0,0.0
91026,if you think this is real life,3.0,2.0,0.0,0.0
91028,talking to you,3.0,2.0,0.0,0.0
91032,smells like teen spirit,2.0,2.0,0.0,0.0
91034,you already know,4.0,12.0,0.0,0.0
91039,staqdó,2.0,5.0,1.0,0.0
91045,deluded,6.0,6.0,1.0,0.0
91048,5 years time,0.0,7.0,0.0,1.0
91053,raspberry beret,0.0,3.0,0.0,0.0
91055,i like america & america likes me,1.0,2.0,0.0,1.0
91059,country star,4.0,4.0,0.0,0.0
91061,bando on the satnav,1.0,4.0,0.0,0.0
91062,bank on it,2.0,5.0,0.0,0.0
91065,one night only,2.0,3.0,0.0,0.0
91067,be careful what you wish for,5.0,3.0,0.0,1.0
91078,paid the price,10.0,11.0,0.0,0.0
91079,ludens,3.0,2.0,0.0,0.0
91087,white lies,3.0,2.0,0.0,0.0
91096,you gotta be,6.0,4.0,0.0,0.0
91099,tears dry on their own,4.0,2.0,0.0,1.0
91108,hickory dickory dock,0.0,1.0,0.0,0.0
91111,triple s,4.0,9.0,0.0,0.0
91112,hit the block,7.0,6.0,0.0,0.0
91124,what you know,0.0,2.0,0.0,0.0
91132,london,1.0,3.0,0.0,0.0
91134,secret love song,5.0,5.0,0.0,0.0
91142,youre in love with a psycho,1.0,2.0,0.0,1.0
91145,twentyfourseven,2.0,0.0,1.0,0.0
91148,ic3,5.0,11.0,1.0,0.0
91151,the runner,1.0,5.0,0.0,0.0
91152,xtc,3.0,0.0,1.0,0.0
91155,grace kelly,2.0,2.0,0.0,0.0
91159,oh woman oh man,2.0,1.0,0.0,0.0
91165,bully beef,4.0,4.0,1.0,0.0
91169,have a nice day,3.0,2.0,0.0,0.0
91171,the way you used to do,5.0,4.0,0.0,0.0
91178,wish i didnt miss you,3.0,4.0,0.0,0.0
91179,ordinary people,5.0,8.0,0.0,0.0
91180,the power of love,3.0,2.0,0.0,0.0
91182,shut up and drive,1.0,4.0,0.0,0.0
91184,wall of glass,1.0,0.0,0.0,0.0
91186,crazy titch - interlude,6.0,2.0,0.0,0.0
91192,they dont,9.0,11.0,0.0,0.0
91193,a winters tale,0.0,3.0,0.0,0.0
91195,gang shit,3.0,0.0,0.0,0.0
91196,wait for you,5.0,5.0,0.0,1.0
91202,i will wait,1.0,2.0,0.0,1.0
91205,hero,1.0,4.0,0.0,0.0
91209,build me up buttercup,1.0,3.0,0.0,1.0
91210,she wants to move,0.0,1.0,0.0,0.0
91212,do you miss me much,0.0,0.0,0.0,0.0
91215,thinkin bout you,0.0,4.0,0.0,0.0
91226,princess cuts,2.0,2.0,1.0,0.0
91230,dreaming of you,3.0,0.0,0.0,1.0
91236,black & white sunshine,1.0,6.0,0.0,0.0
91248,nothings wrong,1.0,3.0,0.0,0.0
91250,just for one night,4.0,1.0,0.0,0.0
91253,bootylicious,0.0,2.0,0.0,0.0
91256,shelter,1.0,2.0,0.0,1.0
91263,drop it like its hot,7.0,2.0,1.0,0.0
91269,white noise,1.0,3.0,0.0,0.0
91270,shake it out,9.0,5.0,0.0,0.0
91272,moston,8.0,8.0,1.0,0.0
91275,i wanna be the only one,3.0,2.0,0.0,0.0
91277,lost in paris,4.0,5.0,0.0,1.0
91284,sugar honey ice & tea,1.0,3.0,0.0,1.0
91287,roar,1.0,3.0,0.0,0.0
91291,where them girls at,0.0,4.0,0.0,0.0
91297,kingslayer,3.0,1.0,0.0,0.0
91300,heaven is a place on earth,1.0,3.0,0.0,0.0
91303,ambush,3.0,0.0,0.0,0.0
91304,i see you shining,2.0,3.0,0.0,0.0
91315,in the name of man,4.0,3.0,0.0,0.0
91318,hold out,0.0,1.0,0.0,0.0
91321,high road,2.0,4.0,1.0,0.0
91324,girl on fire,2.0,2.0,0.0,0.0
91327,ei8ht mile,13.0,9.0,1.0,0.0
91329,ride on time,0.0,1.0,1.0,0.0
91331,your mrs,6.0,4.0,1.0,0.0
91333,round here,4.0,2.0,0.0,0.0
91335,survival of the fittest,5.0,6.0,0.0,0.0
91338,game changer,1.0,1.0,0.0,1.0
91339,starz in their eyes,3.0,4.0,0.0,0.0
91341,come as you are,0.0,2.0,0.0,0.0
91346,love of my life,3.0,2.0,0.0,1.0
91347,londons calling,2.0,4.0,0.0,0.0
91353,doo wop,4.0,13.0,0.0,0.0
91358,three little birds,1.0,2.0,0.0,0.0
91374,be still,1.0,3.0,0.0,1.0
91383,basically,0.0,0.0,0.0,1.0
91385,lyca,3.0,4.0,1.0,0.0
91388,rhinestone cowboy,0.0,2.0,0.0,0.0
91390,sunshine riptide,3.0,5.0,0.0,0.0
91391,warning,0.0,0.0,0.0,0.0
91392,you make me wanna...,3.0,2.0,0.0,0.0
91394,we found love,2.0,2.0,0.0,1.0
91400,this is how we do it,4.0,5.0,0.0,0.0
91410,youre welcome,1.0,4.0,0.0,0.0
91413,do it like a dude,1.0,2.0,1.0,0.0
91414,huncho for mayor,4.0,8.0,0.0,0.0
91428,my high,9.0,3.0,1.0,0.0
91441,call me out,2.0,2.0,0.0,1.0
91442,wrecking ball,4.0,2.0,0.0,0.0
91444,palo santo,1.0,5.0,0.0,0.0
91448,candy shop,0.0,4.0,0.0,0.0
91451,must be,0.0,5.0,0.0,0.0
91470,this years love,2.0,5.0,0.0,1.0
91472,run through walls,3.0,4.0,0.0,0.0
91486,bando ballads,4.0,6.0,1.0,0.0
91487,tnt,1.0,2.0,0.0,0.0
91496,ot bop,1.0,6.0,1.0,0.0
91500,kitchen kings,6.0,4.0,0.0,0.0
91501,exits,2.0,5.0,0.0,0.0
91503,through the years - single version,1.0,1.0,0.0,0.0
91508,dont get me wrong,2.0,0.0,0.0,0.0
